ISO3,Country,Residence / School Type,Service Type,Year,Coverage,School-age population,Service level
BRN,Brunei Darussalam,total,Hygiene,2018,100,106821,Basic service
BRN,Brunei Darussalam,primary,Hygiene,2018,100,38266,Basic service
BRN,Brunei Darussalam,secondary,Hygiene,2018,100,47152,Basic service
BRN,Brunei Darussalam,total,Sanitation,2018,100,106821,Basic service
BRN,Brunei Darussalam,primary,Sanitation,2018,100,38266,Basic service
BRN,Brunei Darussalam,total,Hygiene,2018,0,0,Insufficient data
BRN,Brunei Darussalam,pre_primary,Hygiene,2018,100,21403,Insufficient data
BRN,Brunei Darussalam,primary,Hygiene,2018,0,0,Insufficient data
BRN,Brunei Darussalam,rural,Hygiene,2018,100,23897,Insufficient data
BRN,Brunei Darussalam,secondary,Hygiene,2018,0,0,Insufficient data
BRN,Brunei Darussalam,urban,Hygiene,2018,100,82924,Insufficient data
BRN,Brunei Darussalam,total,Sanitation,2018,0,0,Insufficient data
BRN,Brunei Darussalam,pre_primary,Sanitation,2018,100,21403,Insufficient data
BRN,Brunei Darussalam,primary,Sanitation,2018,0,0,Insufficient data
BRN,Brunei Darussalam,rural,Sanitation,2018,100,23897,Insufficient data
BRN,Brunei Darussalam,secondary,Sanitation,2018,100,47152,Insufficient data
BRN,Brunei Darussalam,urban,Sanitation,2018,100,82924,Insufficient data
BRN,Brunei Darussalam,total,Drinking water,2018,100,106821,Insufficient data
BRN,Brunei Darussalam,pre_primary,Drinking water,2018,100,21403,Insufficient data
BRN,Brunei Darussalam,primary,Drinking water,2018,100,38266,Insufficient data
BRN,Brunei Darussalam,rural,Drinking water,2018,100,23897,Insufficient data
BRN,Brunei Darussalam,secondary,Drinking water,2018,100,47152,Insufficient data
BRN,Brunei Darussalam,urban,Drinking water,2018,100,82924,Insufficient data
BRN,Brunei Darussalam,total,Hygiene,2018,0,0,Limited service
BRN,Brunei Darussalam,primary,Hygiene,2018,0,0,Limited service
BRN,Brunei Darussalam,secondary,Hygiene,2018,0,0,Limited service
BRN,Brunei Darussalam,total,Sanitation,2018,0,0,Limited service
BRN,Brunei Darussalam,primary,Sanitation,2018,0,0,Limited service
BRN,Brunei Darussalam,total,Hygiene,2018,0,0,No service
BRN,Brunei Darussalam,primary,Hygiene,2018,0,0,No service
BRN,Brunei Darussalam,secondary,Hygiene,2018,0,0,No service
BRN,Brunei Darussalam,total,Sanitation,2018,0,0,No service
BRN,Brunei Darussalam,primary,Sanitation,2018,0,0,No service
BRN,Brunei Darussalam,total,Hygiene,2019,100,106705,Basic service
BRN,Brunei Darussalam,primary,Hygiene,2019,100,39197,Basic service
BRN,Brunei Darussalam,secondary,Hygiene,2019,100,46342,Basic service
BRN,Brunei Darussalam,total,Sanitation,2019,100,106705,Basic service
BRN,Brunei Darussalam,primary,Sanitation,2019,100,39197,Basic service
BRN,Brunei Darussalam,total,Hygiene,2019,0,0,Insufficient data
BRN,Brunei Darussalam,pre_primary,Hygiene,2019,100,21166,Insufficient data
BRN,Brunei Darussalam,primary,Hygiene,2019,0,0,Insufficient data
BRN,Brunei Darussalam,rural,Hygiene,2019,100,23537,Insufficient data
BRN,Brunei Darussalam,secondary,Hygiene,2019,0,0,Insufficient data
BRN,Brunei Darussalam,urban,Hygiene,2019,100,83168,Insufficient data
BRN,Brunei Darussalam,total,Sanitation,2019,0,0,Insufficient data
BRN,Brunei Darussalam,pre_primary,Sanitation,2019,100,21166,Insufficient data
BRN,Brunei Darussalam,primary,Sanitation,2019,0,0,Insufficient data
BRN,Brunei Darussalam,rural,Sanitation,2019,100,23537,Insufficient data
BRN,Brunei Darussalam,secondary,Sanitation,2019,100,46342,Insufficient data
BRN,Brunei Darussalam,urban,Sanitation,2019,100,83168,Insufficient data
BRN,Brunei Darussalam,total,Drinking water,2019,100,106705,Insufficient data
BRN,Brunei Darussalam,pre_primary,Drinking water,2019,100,21166,Insufficient data
BRN,Brunei Darussalam,primary,Drinking water,2019,100,39197,Insufficient data
BRN,Brunei Darussalam,rural,Drinking water,2019,100,23537,Insufficient data
BRN,Brunei Darussalam,secondary,Drinking water,2019,100,46342,Insufficient data
BRN,Brunei Darussalam,urban,Drinking water,2019,100,83168,Insufficient data
BRN,Brunei Darussalam,total,Hygiene,2019,0,0,Limited service
BRN,Brunei Darussalam,primary,Hygiene,2019,0,0,Limited service
BRN,Brunei Darussalam,secondary,Hygiene,2019,0,0,Limited service
BRN,Brunei Darussalam,total,Sanitation,2019,0,0,Limited service
BRN,Brunei Darussalam,primary,Sanitation,2019,0,0,Limited service
BRN,Brunei Darussalam,total,Hygiene,2019,0,0,No service
BRN,Brunei Darussalam,primary,Hygiene,2019,0,0,No service
BRN,Brunei Darussalam,secondary,Hygiene,2019,0,0,No service
BRN,Brunei Darussalam,total,Sanitation,2019,0,0,No service
BRN,Brunei Darussalam,primary,Sanitation,2019,0,0,No service
BRN,Brunei Darussalam,total,Hygiene,2020,100,106637,Basic service
BRN,Brunei Darussalam,primary,Hygiene,2020,100,40329,Basic service
BRN,Brunei Darussalam,secondary,Hygiene,2020,100,45433,Basic service
BRN,Brunei Darussalam,total,Sanitation,2020,100,106637,Basic service
BRN,Brunei Darussalam,primary,Sanitation,2020,100,40329,Basic service
BRN,Brunei Darussalam,total,Hygiene,2020,0,0,Insufficient data
BRN,Brunei Darussalam,pre_primary,Hygiene,2020,100,20875,Insufficient data
BRN,Brunei Darussalam,primary,Hygiene,2020,0,0,Insufficient data
BRN,Brunei Darussalam,rural,Hygiene,2020,100,23194,Insufficient data
BRN,Brunei Darussalam,secondary,Hygiene,2020,0,0,Insufficient data
BRN,Brunei Darussalam,urban,Hygiene,2020,100,83443,Insufficient data
BRN,Brunei Darussalam,total,Sanitation,2020,0,0,Insufficient data
BRN,Brunei Darussalam,pre_primary,Sanitation,2020,100,20875,Insufficient data
BRN,Brunei Darussalam,primary,Sanitation,2020,0,0,Insufficient data
BRN,Brunei Darussalam,rural,Sanitation,2020,100,23194,Insufficient data
BRN,Brunei Darussalam,secondary,Sanitation,2020,100,45433,Insufficient data
BRN,Brunei Darussalam,urban,Sanitation,2020,100,83443,Insufficient data
BRN,Brunei Darussalam,total,Drinking water,2020,100,106637,Insufficient data
BRN,Brunei Darussalam,pre_primary,Drinking water,2020,100,20875,Insufficient data
BRN,Brunei Darussalam,primary,Drinking water,2020,100,40329,Insufficient data
BRN,Brunei Darussalam,rural,Drinking water,2020,100,23194,Insufficient data
BRN,Brunei Darussalam,secondary,Drinking water,2020,100,45433,Insufficient data
BRN,Brunei Darussalam,urban,Drinking water,2020,100,83443,Insufficient data
BRN,Brunei Darussalam,total,Hygiene,2020,0,0,Limited service
BRN,Brunei Darussalam,primary,Hygiene,2020,0,0,Limited service
BRN,Brunei Darussalam,secondary,Hygiene,2020,0,0,Limited service
BRN,Brunei Darussalam,total,Sanitation,2020,0,0,Limited service
BRN,Brunei Darussalam,primary,Sanitation,2020,0,0,Limited service
BRN,Brunei Darussalam,total,Hygiene,2020,0,0,No service
BRN,Brunei Darussalam,primary,Hygiene,2020,0,0,No service
BRN,Brunei Darussalam,secondary,Hygiene,2020,0,0,No service
BRN,Brunei Darussalam,total,Sanitation,2020,0,0,No service
BRN,Brunei Darussalam,primary,Sanitation,2020,0,0,No service
BRN,Brunei Darussalam,total,Hygiene,2021,100,105932,Basic service
BRN,Brunei Darussalam,primary,Hygiene,2021,100,41250,Basic service
BRN,Brunei Darussalam,secondary,Hygiene,2021,100,44851,Basic service
BRN,Brunei Darussalam,total,Sanitation,2021,100,105932,Basic service
BRN,Brunei Darussalam,primary,Sanitation,2021,100,41250,Basic service
BRN,Brunei Darussalam,total,Hygiene,2021,0,0,Insufficient data
BRN,Brunei Darussalam,pre_primary,Hygiene,2021,100,19831,Insufficient data
BRN,Brunei Darussalam,primary,Hygiene,2021,0,0,Insufficient data
BRN,Brunei Darussalam,rural,Hygiene,2021,100,22718,Insufficient data
BRN,Brunei Darussalam,secondary,Hygiene,2021,0,0,Insufficient data
BRN,Brunei Darussalam,urban,Hygiene,2021,100,83214,Insufficient data
BRN,Brunei Darussalam,total,Sanitation,2021,0,0,Insufficient data
BRN,Brunei Darussalam,pre_primary,Sanitation,2021,100,19831,Insufficient data
BRN,Brunei Darussalam,primary,Sanitation,2021,0,0,Insufficient data
BRN,Brunei Darussalam,rural,Sanitation,2021,100,22718,Insufficient data
BRN,Brunei Darussalam,secondary,Sanitation,2021,100,44851,Insufficient data
BRN,Brunei Darussalam,urban,Sanitation,2021,100,83214,Insufficient data
BRN,Brunei Darussalam,total,Drinking water,2021,100,105932,Insufficient data
BRN,Brunei Darussalam,pre_primary,Drinking water,2021,100,19831,Insufficient data
BRN,Brunei Darussalam,primary,Drinking water,2021,100,41250,Insufficient data
BRN,Brunei Darussalam,rural,Drinking water,2021,100,22718,Insufficient data
BRN,Brunei Darussalam,secondary,Drinking water,2021,100,44851,Insufficient data
BRN,Brunei Darussalam,urban,Drinking water,2021,100,83214,Insufficient data
BRN,Brunei Darussalam,total,Hygiene,2021,0,0,Limited service
BRN,Brunei Darussalam,primary,Hygiene,2021,0,0,Limited service
BRN,Brunei Darussalam,secondary,Hygiene,2021,0,0,Limited service
BRN,Brunei Darussalam,total,Sanitation,2021,0,0,Limited service
BRN,Brunei Darussalam,primary,Sanitation,2021,0,0,Limited service
BRN,Brunei Darussalam,total,Hygiene,2021,0,0,No service
BRN,Brunei Darussalam,primary,Hygiene,2021,0,0,No service
BRN,Brunei Darussalam,secondary,Hygiene,2021,0,0,No service
BRN,Brunei Darussalam,total,Sanitation,2021,0,0,No service
BRN,Brunei Darussalam,primary,Sanitation,2021,0,0,No service
CHN,China,total,Hygiene,2018,98.60933,249819358.34987,Insufficient data
CHN,China,pre_primary,Hygiene,2018,100,52218880,Insufficient data
CHN,China,primary,Hygiene,2018,98.1349,99750750.00944,Insufficient data
CHN,China,rural,Hygiene,2018,100,103485344,Insufficient data
CHN,China,secondary,Hygiene,2018,99.09678,98578577.66726,Insufficient data
CHN,China,urban,Hygiene,2018,100,149857168,Insufficient data
CHN,China,total,Sanitation,2018,58.06667,147107551.97644,Insufficient data
CHN,China,pre_primary,Sanitation,2018,100,52218880,Insufficient data
CHN,China,primary,Sanitation,2018,99.18231,100815402.17767,Insufficient data
CHN,China,rural,Sanitation,2018,100,103485344,Insufficient data
CHN,China,secondary,Sanitation,2018,99.49445,98974164.27977,Insufficient data
CHN,China,urban,Sanitation,2018,100,149857168,Insufficient data
CHN,China,total,Drinking water,2018,99.419,251870594.84272,Insufficient data
CHN,China,pre_primary,Drinking water,2018,100,52218880,Insufficient data
CHN,China,primary,Drinking water,2018,99.52768,101166465.50897,Insufficient data
CHN,China,rural,Drinking water,2018,100,103485344,Insufficient data
CHN,China,secondary,Drinking water,2018,99.63017,99109174.98964,Insufficient data
CHN,China,urban,Drinking water,2018,100,149857168,Insufficient data
CHN,China,total,Hygiene,2018,1.39067,3523153.6628,No service
CHN,China,primary,Hygiene,2018,1.8651,1895809.99056,No service
CHN,China,secondary,Hygiene,2018,0.90322,898494.33274,No service
CHN,China,total,Sanitation,2018,41.93333,106234960.02356,No service
CHN,China,primary,Sanitation,2018,0.81769,831157.82233,No service
CHN,China,secondary,Sanitation,2018,0.50555,502907.72421,No service
CHN,China,total,Drinking water,2018,0.581,1471917.15728,No service
CHN,China,primary,Drinking water,2018,0.47232,480094.49103,No service
CHN,China,secondary,Drinking water,2018,0.36983,367897.00638,No service
CHN,China,total,Hygiene,2019,98.60933,250189451.00539,Insufficient data
CHN,China,pre_primary,Hygiene,2019,100,52249728,Insufficient data
CHN,China,primary,Hygiene,2019,98.1349,100445183.96501,Insufficient data
CHN,China,rural,Hygiene,2019,100,100705680,Insufficient data
CHN,China,secondary,Hygiene,2019,99.09678,98218697.79197,Insufficient data
CHN,China,urban,Hygiene,2019,100,153012144,Insufficient data
CHN,China,total,Sanitation,2019,58.06667,147325483.14446,Insufficient data
CHN,China,pre_primary,Sanitation,2019,100,52249728,Insufficient data
CHN,China,primary,Sanitation,2019,99.42501,101765662.56079,Insufficient data
CHN,China,rural,Sanitation,2019,100,100705680,Insufficient data
CHN,China,secondary,Sanitation,2019,99.49445,98612840.2402,Insufficient data
CHN,China,urban,Sanitation,2019,100,153012144,Insufficient data
CHN,China,total,Drinking water,2019,99.87641,253404249.49828,Insufficient data
CHN,China,pre_primary,Drinking water,2019,100,52249728,Insufficient data
CHN,China,primary,Drinking water,2019,99.52768,101870755.2392,Insufficient data
CHN,China,rural,Drinking water,2019,100,100705680,Insufficient data
CHN,China,secondary,Drinking water,2019,99.63017,98747358.06776,Insufficient data
CHN,China,urban,Drinking water,2019,100,153012144,Insufficient data
CHN,China,total,Hygiene,2019,1.39067,3528373.0073,No service
CHN,China,primary,Hygiene,2019,1.8651,1909008.03499,No service
CHN,China,secondary,Hygiene,2019,0.90322,895214.20803,No service
CHN,China,total,Sanitation,2019,41.93333,106392340.85554,No service
CHN,China,primary,Sanitation,2019,0.57499,588529.43921,No service
CHN,China,secondary,Sanitation,2019,0.50555,501071.76376,No service
CHN,China,total,Drinking water,2019,0.12359,313574.51187,No service
CHN,China,primary,Drinking water,2019,0.47232,483436.7608,No service
CHN,China,secondary,Drinking water,2019,0.36983,366553.92828,No service
CHN,China,total,Hygiene,2020,98.60933,250650027.5838,Insufficient data
CHN,China,pre_primary,Hygiene,2020,100,52098460,Insufficient data
CHN,China,primary,Hygiene,2020,98.1349,101061212.06087,Insufficient data
CHN,China,rural,Hygiene,2020,100,98044192,Insufficient data
CHN,China,secondary,Hygiene,2020,99.09678,98209382.69442,Insufficient data
CHN,China,urban,Hygiene,2020,100,156140704,Insufficient data
CHN,China,total,Sanitation,2020,100,254184896,Insufficient data
CHN,China,pre_primary,Sanitation,2020,100,52098460,Insufficient data
CHN,China,primary,Sanitation,2020,99.66771,102639727.29181,Insufficient data
CHN,China,rural,Sanitation,2020,100,98044192,Insufficient data
CHN,China,secondary,Sanitation,2020,99.49445,98603487.76203,Insufficient data
CHN,China,urban,Sanitation,2020,100,156140704,Insufficient data
CHN,China,total,Drinking water,2020,100,254184896,Insufficient data
CHN,China,pre_primary,Drinking water,2020,100,52098460,Insufficient data
CHN,China,primary,Drinking water,2020,99.52768,102495526.33222,Insufficient data
CHN,China,rural,Drinking water,2020,100,98044192,Insufficient data
CHN,China,secondary,Drinking water,2020,99.63017,98737992.83187,Insufficient data
CHN,China,urban,Drinking water,2020,100,156140704,Insufficient data
CHN,China,total,Hygiene,2020,1.39067,3534868.42891,No service
CHN,China,primary,Hygiene,2020,1.8651,1920715.93913,No service
CHN,China,secondary,Hygiene,2020,0.90322,895129.30558,No service
CHN,China,primary,Sanitation,2020,0.33229,342200.70819,No service
CHN,China,secondary,Sanitation,2020,0.50555,501024.24193,No service
CHN,China,total,Drinking water,2020,0,0,No service
CHN,China,primary,Drinking water,2020,0.47232,486401.66778,No service
CHN,China,secondary,Drinking water,2020,0.36983,366519.16417,No service
CHN,China,total,Hygiene,2021,98.60933,250806366.76287,Insufficient data
CHN,China,pre_primary,Hygiene,2021,100,51477512,Insufficient data
CHN,China,primary,Hygiene,2021,98.1349,101534245.83125,Insufficient data
CHN,China,rural,Hygiene,2021,100,95348272,Insufficient data
CHN,China,secondary,Hygiene,2021,99.09678,98504159.94748,Insufficient data
CHN,China,urban,Hygiene,2021,100,158995168,Insufficient data
CHN,China,total,Sanitation,2021,100,254343440,Insufficient data
CHN,China,pre_primary,Sanitation,2021,100,51477512,Insufficient data
CHN,China,primary,Sanitation,2021,99.91041,103371257.61076,Insufficient data
CHN,China,rural,Sanitation,2021,100,95348272,Insufficient data
CHN,China,secondary,Sanitation,2021,99.49445,98899447.92864,Insufficient data
CHN,China,urban,Sanitation,2021,100,158995168,Insufficient data
CHN,China,total,Drinking water,2021,100,254343440,Insufficient data
CHN,China,pre_primary,Drinking water,2021,100,51477512,Insufficient data
CHN,China,primary,Drinking water,2021,99.52768,102975273.64851,Insufficient data
CHN,China,rural,Drinking water,2021,100,95348272,Insufficient data
CHN,China,secondary,Drinking water,2021,99.63017,99034356.7179,Insufficient data
CHN,China,urban,Drinking water,2021,100,158995168,Insufficient data
CHN,China,total,Hygiene,2021,1.39067,3537073.24985,No service
CHN,China,primary,Hygiene,2021,1.8651,1929706.16875,No service
CHN,China,secondary,Hygiene,2021,0.90322,897816.05252,No service
CHN,China,primary,Sanitation,2021,0.08959,92694.38924,No service
CHN,China,secondary,Sanitation,2021,0.50555,502528.07533,No service
CHN,China,total,Drinking water,2021,0,0,No service
CHN,China,primary,Drinking water,2021,0.47232,488678.35149,No service
CHN,China,secondary,Drinking water,2021,0.36983,367619.27812,No service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2018,100,833457,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2018,100,336715,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2018,100,324762,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2018,100,833457,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2018,100,833457,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2018,100,336715,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2018,100,324762,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2018,100,833457,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2018,100,833457,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2018,100,336715,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2018,100,324762,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2018,100,833457,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Hygiene,2018,100,171980,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Hygiene,2018,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Sanitation,2018,100,171980,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Sanitation,2018,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Drinking water,2018,100,171980,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Drinking water,2018,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2018,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2018,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2018,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2019,100,835192,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2019,100,344220,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2019,100,316862,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2019,100,835192,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2019,100,835192,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2019,100,344220,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2019,100,316862,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2019,100,835192,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2019,100,835192,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2019,100,344220,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2019,100,316862,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2019,100,835192,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Hygiene,2019,100,174110,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Hygiene,2019,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Sanitation,2019,100,174110,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Sanitation,2019,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Drinking water,2019,100,174110,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Drinking water,2019,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2019,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2019,0,0,Limited service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2019,0,0,No service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2020,100,852038,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2020,100,349805,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2020,100,316110,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2020,100,852038,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2020,100,852038,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Sanitation,2020,100,349805,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Sanitation,2020,100,316110,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Sanitation,2020,100,852038,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2020,100,852038,Basic service
HKG,"China, Hong Kong Special Administrative Region",primary,Drinking water,2020,100,349805,Basic service
HKG,"China, Hong Kong Special Administrative Region",secondary,Drinking water,2020,100,316110,Basic service
HKG,"China, Hong Kong Special Administrative Region",urban,Drinking water,2020,100,852038,Basic service
HKG,"China, Hong Kong Special Administrative Region",total,Hygiene,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",pre_primary,Hygiene,2020,100,186123,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",primary,Hygiene,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",rural,Hygiene,2020,100,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",secondary,Hygiene,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",urban,Hygiene,2020,0,0,Insufficient data
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2020,0,0,Insufficient data
